bin_left,bin_right,count
3.93782e-15,2.37688e-14,2
2.37688e-14,4.35997e-14,4
4.35997e-14,6.34306e-14,4
6.34306e-14,8.32616e-14,3
8.32616e-14,1.03093e-13,1
1.03093e-13,1.22923e-13,3
1.22923e-13,1.42754e-13,4
1.42754e-13,1.62585e-13,3
1.62585e-13,1.82416e-13,7
1.82416e-13,2.02247e-13,7
2.02247e-13,2.22078e-13,4
2.22078e-13,2.41909e-13,6
2.41909e-13,2.6174e-13,5
2.6174e-13,2.81571e-13,0
2.81571e-13,3.01402e-13,1
3.01402e-13,3.21233e-13,2
3.21233e-13,3.41064e-13,5
3.41064e-13,3.60895e-13,6
3.60895e-13,3.80726e-13,4
3.80726e-13,4.00557e-13,9
4.00557e-13,4.20388e-13,6
4.20388e-13,4.40219e-13,7
4.40219e-13,4.60049e-13,8
4.60049e-13,4.7988e-13,8
4.7988e-13,4.99711e-13,19
