bin_left,bin_right,count
5.63959e-15,2.54113e-14,8
2.54113e-14,4.51831e-14,1
4.51831e-14,6.49548e-14,4
6.49548e-14,8.47266e-14,3
8.47266e-14,1.04498e-13,2
1.04498e-13,1.2427e-13,3
1.2427e-13,1.44042e-13,1
1.44042e-13,1.63814e-13,2
1.63814e-13,1.83585e-13,3
1.83585e-13,2.03357e-13,5
2.03357e-13,2.23129e-13,7
2.23129e-13,2.42901e-13,3
2.42901e-13,2.62672e-13,4
2.62672e-13,2.82444e-13,6
2.82444e-13,3.02216e-13,7
3.02216e-13,3.21988e-13,7
3.21988e-13,3.41759e-13,3
3.41759e-13,3.61531e-13,5
3.61531e-13,3.81303e-13,3
3.81303e-13,4.01075e-13,7
4.01075e-13,4.20846e-13,6
4.20846e-13,4.40618e-13,5
4.40618e-13,4.6039e-13,5
4.6039e-13,4.80162e-13,8
4.80162e-13,4.99933e-13,20
