bin_left,bin_right,count
5.66214e-14,1.58769e-12,117
1.58769e-12,3.11876e-12,3
3.11876e-12,4.64983e-12,3
4.64983e-12,6.1809e-12,2
6.1809e-12,7.71196e-12,0
7.71196e-12,9.24303e-12,1
9.24303e-12,1.07741e-11,0
1.07741e-11,1.23052e-11,0
1.23052e-11,1.38362e-11,0
1.38362e-11,1.53673e-11,0
1.53673e-11,1.68984e-11,0
1.68984e-11,1.84294e-11,0
1.84294e-11,1.99605e-11,0
1.99605e-11,2.14916e-11,0
2.14916e-11,2.30227e-11,0
2.30227e-11,2.45537e-11,0
2.45537e-11,2.60848e-11,0
2.60848e-11,2.76159e-11,1
2.76159e-11,2.91469e-11,0
2.91469e-11,3.0678e-11,0
3.0678e-11,3.22091e-11,0
3.22091e-11,3.37401e-11,0
3.37401e-11,3.52712e-11,0
3.52712e-11,3.68023e-11,0
3.68023e-11,3.83333e-11,1
