bin_left,bin_right,count
1.57652e-14,4.23363e-12,125
4.23363e-12,8.45149e-12,1
8.45149e-12,1.26694e-11,1
1.26694e-11,1.68872e-11,0
1.68872e-11,2.11051e-11,0
2.11051e-11,2.53229e-11,0
2.53229e-11,2.95408e-11,0
2.95408e-11,3.37587e-11,0
3.37587e-11,3.79765e-11,0
3.79765e-11,4.21944e-11,0
4.21944e-11,4.64122e-11,0
4.64122e-11,5.06301e-11,0
5.06301e-11,5.4848e-11,0
5.4848e-11,5.90658e-11,0
5.90658e-11,6.32837e-11,0
6.32837e-11,6.75016e-11,0
6.75016e-11,7.17194e-11,0
7.17194e-11,7.59373e-11,0
7.59373e-11,8.01551e-11,0
8.01551e-11,8.4373e-11,0
8.4373e-11,8.85909e-11,0
8.85909e-11,9.28087e-11,0
9.28087e-11,9.70266e-11,0
9.70266e-11,1.01244e-10,0
1.01244e-10,1.05462e-10,1
