bin_left,bin_right,count
5.00044e-13,5.52927e-13,28
5.52927e-13,6.05809e-13,7
6.05809e-13,6.58691e-13,5
6.58691e-13,7.11573e-13,5
7.11573e-13,7.64455e-13,8
7.64455e-13,8.17337e-13,8
8.17337e-13,8.70219e-13,5
8.70219e-13,9.23102e-13,7
9.23102e-13,9.75984e-13,5
9.75984e-13,1.02887e-12,5
1.02887e-12,1.08175e-12,7
1.08175e-12,1.13463e-12,5
1.13463e-12,1.18751e-12,6
1.18751e-12,1.24039e-12,2
1.24039e-12,1.29328e-12,1
1.29328e-12,1.34616e-12,1
1.34616e-12,1.39904e-12,4
1.39904e-12,1.45192e-12,3
1.45192e-12,1.50481e-12,1
1.50481e-12,1.55769e-12,2
1.55769e-12,1.61057e-12,1
1.61057e-12,1.66345e-12,2
1.66345e-12,1.71633e-12,3
1.71633e-12,1.76922e-12,2
1.76922e-12,1.8221e-12,5
