bin_left,bin_right,count
1.40096e-14,2.88458e-14,2
2.88458e-14,4.3682e-14,1
4.3682e-14,5.85182e-14,0
5.85182e-14,7.33544e-14,2
7.33544e-14,8.81906e-14,6
8.81906e-14,1.03027e-13,6
1.03027e-13,1.17863e-13,7
1.17863e-13,1.32699e-13,9
1.32699e-13,1.47535e-13,3
1.47535e-13,1.62372e-13,2
1.62372e-13,1.77208e-13,2
1.77208e-13,1.92044e-13,6
1.92044e-13,2.0688e-13,5
2.0688e-13,2.21716e-13,6
2.21716e-13,2.36552e-13,10
2.36552e-13,2.51389e-13,4
2.51389e-13,2.66225e-13,2
2.66225e-13,2.81061e-13,1
2.81061e-13,2.95897e-13,5
2.95897e-13,3.10733e-13,4
3.10733e-13,3.2557e-13,2
3.2557e-13,3.40406e-13,4
3.40406e-13,3.55242e-13,7
3.55242e-13,3.70078e-13,12
3.70078e-13,3.84914e-13,20
