bin_left,bin_right,count
5.00044e-13,5.55236e-13,29
5.55236e-13,6.10427e-13,16
6.10427e-13,6.65619e-13,9
6.65619e-13,7.2081e-13,11
7.2081e-13,7.76001e-13,3
7.76001e-13,8.31193e-13,7
8.31193e-13,8.86384e-13,2
8.86384e-13,9.41576e-13,2
9.41576e-13,9.96767e-13,9
9.96767e-13,1.05196e-12,4
1.05196e-12,1.10715e-12,5
1.10715e-12,1.16234e-12,0
1.16234e-12,1.21753e-12,2
1.21753e-12,1.27272e-12,2
1.27272e-12,1.32792e-12,2
1.32792e-12,1.38311e-12,3
1.38311e-12,1.4383e-12,6
1.4383e-12,1.49349e-12,3
1.49349e-12,1.54868e-12,2
1.54868e-12,1.60387e-12,2
1.60387e-12,1.65906e-12,3
1.65906e-12,1.71426e-12,2
1.71426e-12,1.76945e-12,1
1.76945e-12,1.82464e-12,2
1.82464e-12,1.87983e-12,1
