function,backend,samples,mean_abs_err,max_abs_err,containment_rate,mean_width,time_ms,notes
sin,c_arb,128,,,,1.30135e-06,0.131895,
sin,jax_basic,128,6.41856e-17,2.22045e-16,0,1.30135e-06,0.234619,
sin,jax_adaptive,128,3.16544e-13,4.99933e-13,0,1.30135e-06,0.175934,
sin,jax_rigorous,128,3.16544e-13,4.99933e-13,0,1.30135e-06,0.18411,
sin,scipy,128,3.16544e-13,4.99933e-13,1,,0.003587,
sin,jax_point,128,3.16544e-13,4.99933e-13,1,,0.123911,
sin,mpmath,128,3.16544e-13,4.99933e-13,1,,1.34965,
sin,boost,128,3.16544e-13,4.99933e-13,1,,5.2043,
exp,c_arb,128,,,,4.13678e-06,0.104094,
exp,jax_basic,128,1.78026e-16,1.77636e-15,0,4.13678e-06,0.237231,
exp,jax_adaptive,128,1.03418e-12,3.62022e-12,0,4.13678e-06,0.183485,
exp,jax_rigorous,128,1.03418e-12,3.62022e-12,0,4.13678e-06,0.175846,
exp,scipy,128,1.0342e-12,3.62022e-12,1,,0.002622,
exp,jax_point,128,1.03418e-12,3.62022e-12,1,,0.117416,
exp,mpmath,128,1.0342e-12,3.62022e-12,1,,0.819038,
exp,boost,128,1.0342e-12,3.62022e-12,1,,4.92883,
cosh,c_arb,128,,,,2.76756e-06,0.102195,
cosh,jax_basic,128,1.12757e-16,8.88178e-16,0,2.76756e-06,0.239115,
cosh,jax_adaptive,128,9.07344e-13,1.87894e-12,0,2.76756e-06,0.174035,
cosh,jax_rigorous,128,9.07344e-13,1.87894e-12,0,2.76756e-06,0.158889,
cosh,scipy,128,9.07338e-13,1.87894e-12,1,,0.003579,
cosh,jax_point,128,9.07344e-13,1.87894e-12,1,,0.121901,
cosh,mpmath,128,9.07335e-13,1.87894e-12,1,,0.776485,
cosh,boost,128,9.07338e-13,1.87894e-12,1,,5.34361,
log,c_arb,128,,,,1.893e-06,0.104289,
log,jax_basic,128,4.66749e-17,2.22045e-16,0,1.893e-06,0.242976,
log,jax_adaptive,128,1.08361e-12,3.83333e-11,0,1.893e-06,0.187917,
log,jax_rigorous,128,1.08361e-12,3.83333e-11,0,1.893e-06,0.199788,
log,scipy,128,1.08361e-12,3.83333e-11,1,,0.002534,
log,jax_point,128,1.08361e-12,3.83333e-11,1,,0.136148,
log,mpmath,128,1.08361e-12,3.83333e-11,1,,1.61264,
log,boost,128,1.08361e-12,3.83333e-11,1,,6.56387,
tan,c_arb,128,,,,2.87854e-06,0.123555,
tan,jax_basic,128,2.98156e-17,2.22045e-16,0,2.87854e-06,0.277077,
tan,jax_adaptive,128,9.77997e-13,5.30687e-12,0,2.87854e-06,0.274683,
tan,jax_rigorous,128,9.77997e-13,5.30687e-12,0,2.87855e-06,0.227707,
tan,scipy,128,9.77997e-13,5.30687e-12,1,,0.004214,
tan,jax_point,128,9.77997e-13,5.30687e-12,1,,0.150953,
tan,mpmath,128,9.77997e-13,5.30687e-12,1,,1.69079,
tan,boost,128,9.77997e-13,5.30687e-12,1,,6.39366,
sinh,c_arb,128,,,,3.71978e-06,0.132244,
sinh,jax_basic,128,1.0674e-16,8.88178e-16,0,3.71978e-06,0.462663,
sinh,jax_adaptive,128,7.22986e-13,1.75238e-12,0,3.71978e-06,0.234942,
sinh,jax_rigorous,128,7.22986e-13,1.75238e-12,0,3.71978e-06,0.205288,
sinh,scipy,128,7.22945e-13,1.75193e-12,1,,0.00582,
sinh,jax_point,128,7.22986e-13,1.75238e-12,1,,0.210348,
sinh,mpmath,128,7.22954e-13,1.75193e-12,1,,1.04393,
sinh,boost,128,7.22945e-13,1.75193e-12,1,,6.53344,
sqrt,c_arb,128,,,,1.0239e-06,0.122146,
sqrt,jax_basic,128,1.56125e-17,2.22045e-16,0,1.0239e-06,0.281264,
sqrt,jax_adaptive,128,1.48047e-12,1.12023e-10,0,1.0239e-06,0.20445,
sqrt,jax_rigorous,128,1.48047e-12,1.12023e-10,0,1.0239e-06,0.189003,
sqrt,scipy,128,1.48047e-12,1.12023e-10,1,,0.001943,
sqrt,jax_point,128,1.48047e-12,1.12023e-10,1,,0.148739,
sqrt,mpmath,128,1.48047e-12,1.12023e-10,1,,0.621231,
sqrt,boost,128,1.48047e-12,1.12023e-10,1,,6.09263,
tanh,c_arb,128,,,,9.94689e-07,0.162737,
tanh,jax_basic,128,7.93772e-17,2.22045e-16,0,9.94689e-07,0.330101,
tanh,jax_adaptive,128,2.40555e-13,3.84914e-13,0,9.94689e-07,0.195109,
tanh,jax_rigorous,128,2.40555e-13,3.84914e-13,0,9.9469e-07,0.175655,
tanh,scipy,128,2.40553e-13,3.84914e-13,1,,0.003475,
tanh,jax_point,128,2.40555e-13,3.84914e-13,1,,0.134908,
tanh,mpmath,128,2.40554e-13,3.84914e-13,1,,0.896283,
tanh,boost,128,2.40554e-13,3.84914e-13,1,,6.14051,
cos,c_arb,128,,,,1.35084e-06,0.216455,
cos,jax_basic,128,6.37511e-17,2.22045e-16,0,1.35084e-06,0.302024,
cos,jax_adaptive,128,3.055e-13,4.99933e-13,0,1.35084e-06,0.213732,
cos,jax_rigorous,128,3.055e-13,4.99933e-13,0,1.35084e-06,0.186555,
cos,scipy,128,3.055e-13,4.99933e-13,1,,0.003823,
cos,jax_point,128,3.055e-13,4.99933e-13,1,,0.132425,
cos,mpmath,128,3.055e-13,4.99933e-13,1,,1.60783,
cos,boost,128,3.055e-13,4.99933e-13,1,,5.50888,
