bin_left,bin_right,count
6.94445e-14,2.11475e-13,30
2.11475e-13,3.53506e-13,17
3.53506e-13,4.95537e-13,10
4.95537e-13,6.37568e-13,8
6.37568e-13,7.79599e-13,10
7.79599e-13,9.21629e-13,3
9.21629e-13,1.06366e-12,5
1.06366e-12,1.20569e-12,3
1.20569e-12,1.34772e-12,2
1.34772e-12,1.48975e-12,3
1.48975e-12,1.63178e-12,3
1.63178e-12,1.77381e-12,5
1.77381e-12,1.91585e-12,4
1.91585e-12,2.05788e-12,1
2.05788e-12,2.19991e-12,4
2.19991e-12,2.34194e-12,3
2.34194e-12,2.48397e-12,0
2.48397e-12,2.626e-12,4
2.626e-12,2.76803e-12,2
2.76803e-12,2.91006e-12,0
2.91006e-12,3.05209e-12,1
3.05209e-12,3.19412e-12,4
3.19412e-12,3.33615e-12,0
3.33615e-12,3.47818e-12,3
3.47818e-12,3.62022e-12,3
