bin_left,bin_right,count
6.77236e-14,1.96465e-13,31
1.96465e-13,3.25207e-13,20
3.25207e-13,4.53948e-13,6
4.53948e-13,5.82689e-13,6
5.82689e-13,7.11431e-13,12
7.11431e-13,8.40172e-13,5
8.40172e-13,9.68914e-13,5
9.68914e-13,1.09766e-12,8
1.09766e-12,1.2264e-12,3
1.2264e-12,1.35514e-12,2
1.35514e-12,1.48388e-12,6
1.48388e-12,1.61262e-12,1
1.61262e-12,1.74136e-12,2
1.74136e-12,1.8701e-12,5
1.8701e-12,1.99885e-12,2
1.99885e-12,2.12759e-12,4
2.12759e-12,2.25633e-12,0
2.25633e-12,2.38507e-12,0
2.38507e-12,2.51381e-12,0
2.51381e-12,2.64255e-12,2
2.64255e-12,2.77129e-12,2
2.77129e-12,2.90004e-12,1
2.90004e-12,3.02878e-12,2
3.02878e-12,3.15752e-12,0
3.15752e-12,3.28626e-12,3
