bin_left,bin_right,count
1.5328e-14,3.01115e-14,1
3.01115e-14,4.48949e-14,0
4.48949e-14,5.96784e-14,2
5.96784e-14,7.44618e-14,3
7.44618e-14,8.92453e-14,5
8.92453e-14,1.04029e-13,6
1.04029e-13,1.18812e-13,4
1.18812e-13,1.33596e-13,2
1.33596e-13,1.48379e-13,4
1.48379e-13,1.63163e-13,8
1.63163e-13,1.77946e-13,3
1.77946e-13,1.92729e-13,5
1.92729e-13,2.07513e-13,4
2.07513e-13,2.22296e-13,8
2.22296e-13,2.3708e-13,4
2.3708e-13,2.51863e-13,5
2.51863e-13,2.66647e-13,7
2.66647e-13,2.8143e-13,7
2.8143e-13,2.96214e-13,5
2.96214e-13,3.10997e-13,6
3.10997e-13,3.25781e-13,5
3.25781e-13,3.40564e-13,6
3.40564e-13,3.55347e-13,5
3.55347e-13,3.70131e-13,5
3.70131e-13,3.84914e-13,18
