bin_left,bin_right,count
5.57332e-14,9.60485e-13,100
9.60485e-13,1.86524e-12,11
1.86524e-12,2.76999e-12,6
2.76999e-12,3.67474e-12,2
3.67474e-12,4.57949e-12,0
4.57949e-12,5.48424e-12,2
5.48424e-12,6.389e-12,0
6.389e-12,7.29375e-12,0
7.29375e-12,8.1985e-12,0
8.1985e-12,9.10325e-12,0
9.10325e-12,1.0008e-11,1
1.0008e-11,1.09128e-11,0
1.09128e-11,1.18175e-11,0
1.18175e-11,1.27223e-11,2
1.27223e-11,1.3627e-11,0
1.3627e-11,1.45318e-11,0
1.45318e-11,1.54365e-11,0
1.54365e-11,1.63413e-11,1
1.63413e-11,1.7246e-11,0
1.7246e-11,1.81508e-11,0
1.81508e-11,1.90555e-11,1
1.90555e-11,1.99603e-11,0
1.99603e-11,2.0865e-11,0
2.0865e-11,2.17698e-11,0
2.17698e-11,2.26745e-11,2
