bin_left,bin_right,count
5.00266e-13,5.55342e-13,33
5.55342e-13,6.10418e-13,13
6.10418e-13,6.65494e-13,12
6.65494e-13,7.2057e-13,6
7.2057e-13,7.75646e-13,3
7.75646e-13,8.30722e-13,8
8.30722e-13,8.85798e-13,10
8.85798e-13,9.40874e-13,2
9.40874e-13,9.9595e-13,2
9.9595e-13,1.05103e-12,1
1.05103e-12,1.1061e-12,1
1.1061e-12,1.16118e-12,5
1.16118e-12,1.21625e-12,2
1.21625e-12,1.27133e-12,2
1.27133e-12,1.32641e-12,3
1.32641e-12,1.38148e-12,0
1.38148e-12,1.43656e-12,2
1.43656e-12,1.49163e-12,4
1.49163e-12,1.54671e-12,3
1.54671e-12,1.60179e-12,5
1.60179e-12,1.65686e-12,1
1.65686e-12,1.71194e-12,1
1.71194e-12,1.76701e-12,1
1.76701e-12,1.82209e-12,6
1.82209e-12,1.87717e-12,2
