bin_left,bin_right,count
7.75213e-14,2.22071e-13,33
2.22071e-13,3.66621e-13,16
3.66621e-13,5.11171e-13,13
5.11171e-13,6.55721e-13,8
6.55721e-13,8.00271e-13,5
8.00271e-13,9.44821e-13,4
9.44821e-13,1.08937e-12,5
1.08937e-12,1.23392e-12,3
1.23392e-12,1.37847e-12,6
1.37847e-12,1.52302e-12,2
1.52302e-12,1.66757e-12,4
1.66757e-12,1.81212e-12,3
1.81212e-12,1.95667e-12,5
1.95667e-12,2.10122e-12,3
2.10122e-12,2.24577e-12,0
2.24577e-12,2.39032e-12,5
2.39032e-12,2.53487e-12,1
2.53487e-12,2.67942e-12,1
2.67942e-12,2.82397e-12,2
2.82397e-12,2.96852e-12,1
2.96852e-12,3.11307e-12,3
3.11307e-12,3.25762e-12,2
3.25762e-12,3.40217e-12,0
3.40217e-12,3.54672e-12,2
3.54672e-12,3.69127e-12,1
