bin_left,bin_right,count
7.23588e-14,2.16653e-13,39
2.16653e-13,3.60948e-13,18
3.60948e-13,5.05243e-13,8
5.05243e-13,6.49537e-13,9
6.49537e-13,7.93832e-13,9
7.93832e-13,9.38126e-13,4
9.38126e-13,1.08242e-12,4
1.08242e-12,1.22672e-12,2
1.22672e-12,1.37101e-12,4
1.37101e-12,1.5153e-12,6
1.5153e-12,1.6596e-12,5
1.6596e-12,1.80389e-12,1
1.80389e-12,1.94819e-12,0
1.94819e-12,2.09248e-12,4
2.09248e-12,2.23678e-12,1
2.23678e-12,2.38107e-12,0
2.38107e-12,2.52537e-12,0
2.52537e-12,2.66966e-12,2
2.66966e-12,2.81396e-12,0
2.81396e-12,2.95825e-12,2
2.95825e-12,3.10254e-12,2
3.10254e-12,3.24684e-12,3
3.24684e-12,3.39113e-12,3
3.39113e-12,3.53543e-12,1
3.53543e-12,3.67972e-12,1
