bin_left,bin_right,count
2.90046e-15,2.27152e-14,2
2.27152e-14,4.25299e-14,2
4.25299e-14,6.23446e-14,5
6.23446e-14,8.21593e-14,4
8.21593e-14,1.01974e-13,4
1.01974e-13,1.21789e-13,8
1.21789e-13,1.41603e-13,5
1.41603e-13,1.61418e-13,7
1.61418e-13,1.81233e-13,1
1.81233e-13,2.01048e-13,1
2.01048e-13,2.20862e-13,8
2.20862e-13,2.40677e-13,3
2.40677e-13,2.60492e-13,3
2.60492e-13,2.80306e-13,1
2.80306e-13,3.00121e-13,4
3.00121e-13,3.19936e-13,4
3.19936e-13,3.3975e-13,5
3.3975e-13,3.59565e-13,4
3.59565e-13,3.7938e-13,6
3.7938e-13,3.99195e-13,9
3.99195e-13,4.19009e-13,6
4.19009e-13,4.38824e-13,3
4.38824e-13,4.58639e-13,7
4.58639e-13,4.78453e-13,12
4.78453e-13,4.98268e-13,14
