bin_left,bin_right,count
1.90022e-14,2.23127e-13,27
2.23127e-13,4.27252e-13,18
4.27252e-13,6.31377e-13,14
6.31377e-13,8.35502e-13,12
8.35502e-13,1.03963e-12,9
1.03963e-12,1.24375e-12,9
1.24375e-12,1.44788e-12,7
1.44788e-12,1.652e-12,7
1.652e-12,1.85613e-12,2
1.85613e-12,2.06025e-12,5
2.06025e-12,2.26438e-12,0
2.26438e-12,2.4685e-12,1
2.4685e-12,2.67263e-12,3
2.67263e-12,2.87675e-12,0
2.87675e-12,3.08088e-12,2
3.08088e-12,3.285e-12,2
3.285e-12,3.48913e-12,0
3.48913e-12,3.69325e-12,2
3.69325e-12,3.89738e-12,1
3.89738e-12,4.1015e-12,2
4.1015e-12,4.30563e-12,1
4.30563e-12,4.50975e-12,1
4.50975e-12,4.71388e-12,0
4.71388e-12,4.918e-12,0
4.918e-12,5.12212e-12,3
