bin_left,bin_right,count
5.63993e-14,1.83531e-12,113
1.83531e-12,3.61423e-12,6
3.61423e-12,5.39314e-12,3
5.39314e-12,7.17206e-12,0
7.17206e-12,8.95097e-12,1
8.95097e-12,1.07299e-11,0
1.07299e-11,1.25088e-11,1
1.25088e-11,1.42877e-11,0
1.42877e-11,1.60666e-11,0
1.60666e-11,1.78455e-11,1
1.78455e-11,1.96245e-11,0
1.96245e-11,2.14034e-11,2
2.14034e-11,2.31823e-11,0
2.31823e-11,2.49612e-11,0
2.49612e-11,2.67401e-11,0
2.67401e-11,2.8519e-11,0
2.8519e-11,3.0298e-11,0
3.0298e-11,3.20769e-11,0
3.20769e-11,3.38558e-11,0
3.38558e-11,3.56347e-11,0
3.56347e-11,3.74136e-11,0
3.74136e-11,3.91925e-11,0
3.91925e-11,4.09714e-11,0
4.09714e-11,4.27504e-11,0
4.27504e-11,4.45293e-11,1
