bin_left,bin_right,count
2.84772e-14,4.73355e-14,4
4.73355e-14,6.61937e-14,2
6.61937e-14,8.5052e-14,2
8.5052e-14,1.0391e-13,3
1.0391e-13,1.22768e-13,3
1.22768e-13,1.41627e-13,4
1.41627e-13,1.60485e-13,5
1.60485e-13,1.79343e-13,1
1.79343e-13,1.98201e-13,2
1.98201e-13,2.1706e-13,2
2.1706e-13,2.35918e-13,5
2.35918e-13,2.54776e-13,3
2.54776e-13,2.73634e-13,3
2.73634e-13,2.92493e-13,3
2.92493e-13,3.11351e-13,3
3.11351e-13,3.30209e-13,2
3.30209e-13,3.49067e-13,3
3.49067e-13,3.67926e-13,7
3.67926e-13,3.86784e-13,6
3.86784e-13,4.05642e-13,4
4.05642e-13,4.245e-13,6
4.245e-13,4.43359e-13,5
4.43359e-13,4.62217e-13,11
4.62217e-13,4.81075e-13,9
4.81075e-13,4.99933e-13,30
