bin_left,bin_right,count
2.31369e-15,2.07364e-13,31
2.07364e-13,4.12414e-13,18
4.12414e-13,6.17464e-13,13
6.17464e-13,8.22514e-13,7
8.22514e-13,1.02756e-12,11
1.02756e-12,1.23261e-12,7
1.23261e-12,1.43766e-12,5
1.43766e-12,1.64271e-12,4
1.64271e-12,1.84776e-12,4
1.84776e-12,2.05281e-12,2
2.05281e-12,2.25786e-12,5
2.25786e-12,2.46291e-12,4
2.46291e-12,2.66796e-12,2
2.66796e-12,2.87301e-12,5
2.87301e-12,3.07806e-12,0
3.07806e-12,3.28311e-12,2
3.28311e-12,3.48816e-12,0
3.48816e-12,3.69321e-12,2
3.69321e-12,3.89826e-12,2
3.89826e-12,4.10331e-12,0
4.10331e-12,4.30836e-12,0
4.30836e-12,4.51341e-12,1
4.51341e-12,4.71846e-12,1
4.71846e-12,4.92351e-12,0
4.92351e-12,5.12856e-12,2
