bin_left,bin_right,count
1.57652e-14,1.66272e-12,122
1.66272e-12,3.30968e-12,2
3.30968e-12,4.95663e-12,3
4.95663e-12,6.60359e-12,0
6.60359e-12,8.25054e-12,0
8.25054e-12,9.8975e-12,0
9.8975e-12,1.15445e-11,0
1.15445e-11,1.31914e-11,0
1.31914e-11,1.48384e-11,0
1.48384e-11,1.64853e-11,0
1.64853e-11,1.81323e-11,0
1.81323e-11,1.97792e-11,0
1.97792e-11,2.14262e-11,0
2.14262e-11,2.30731e-11,0
2.30731e-11,2.47201e-11,0
2.47201e-11,2.63671e-11,0
2.63671e-11,2.8014e-11,0
2.8014e-11,2.9661e-11,0
2.9661e-11,3.13079e-11,0
3.13079e-11,3.29549e-11,0
3.29549e-11,3.46018e-11,0
3.46018e-11,3.62488e-11,0
3.62488e-11,3.78958e-11,0
3.78958e-11,3.95427e-11,0
3.95427e-11,4.11897e-11,1
