function,backend,samples,mean_abs_err,max_abs_err,containment_rate,mean_width,time_ms,notes,sweep_sample,sweep_seed,wall_s,peak_rss_mb,run_dir
log,jax_rigorous,64,2.12253e-12,4.45293e-11,0,2.51774e-06,0.184259,,64,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_64_seed_1
log,scipy,64,2.12253e-12,4.45293e-11,1,,0.003212,,64,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_64_seed_1
log,jax_point,64,2.12253e-12,4.45293e-11,1,,0.153198,,64,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_64_seed_1
log,mpmath,64,2.12253e-12,4.45293e-11,1,,1.09644,,64,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_64_seed_1
log,boost,64,2.12253e-12,4.45293e-11,1,,6.28919,,64,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_64_seed_1
sinh,c_arb,64,,,,3.47427e-06,0.075986,,64,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_64_seed_1
sinh,jax_basic,64,9.67108e-17,8.88178e-16,0,3.47427e-06,0.262327,,64,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_64_seed_1
sinh,jax_adaptive,64,6.33068e-13,1.75726e-12,0,3.47427e-06,0.203689,,64,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_64_seed_1
sinh,jax_rigorous,64,6.33068e-13,1.75726e-12,0,3.47428e-06,0.258652,,64,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_64_seed_1
sinh,scipy,64,6.33065e-13,1.75726e-12,1,,0.004858,,64,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_64_seed_1
sinh,jax_point,64,6.33068e-13,1.75726e-12,1,,0.18202,,64,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_64_seed_1
sinh,mpmath,64,6.33068e-13,1.75726e-12,1,,0.553177,,64,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_64_seed_1
sinh,boost,64,6.33065e-13,1.75726e-12,1,,6.90412,,64,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_64_seed_1
tanh,c_arb,128,,,,8.99988e-07,0.134425,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
tanh,jax_basic,128,8.00688e-17,3.33067e-16,0,8.99988e-07,0.479214,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
tanh,jax_adaptive,128,2.20139e-13,3.85025e-13,0,8.99989e-07,0.658394,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
tanh,jax_rigorous,128,2.20139e-13,3.85025e-13,0,8.99989e-07,0.492133,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
tanh,scipy,128,2.20137e-13,3.84914e-13,1,,0.075402,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
tanh,jax_point,128,2.20139e-13,3.85025e-13,1,,0.595329,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
tanh,mpmath,128,2.20141e-13,3.84914e-13,1,,2.91259,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
tanh,boost,128,2.20145e-13,3.85025e-13,1,,23.0078,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
sqrt,c_arb,128,,,,8.86047e-07,0.18636,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
sqrt,jax_basic,128,1.40946e-17,2.22045e-16,0,8.86047e-07,0.515232,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
sqrt,jax_adaptive,128,3.61936e-13,1.86319e-11,0,8.86048e-07,0.383243,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
sqrt,jax_rigorous,128,3.61936e-13,1.86319e-11,0,8.86048e-07,0.360532,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
sqrt,scipy,128,3.61936e-13,1.86319e-11,1,,0.003142,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
sqrt,jax_point,128,3.61936e-13,1.86319e-11,1,,0.210405,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
sqrt,mpmath,128,3.61936e-13,1.86319e-11,1,,0.911267,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
sqrt,boost,128,3.61936e-13,1.86319e-11,1,,9.21858,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
cosh,c_arb,128,,,,2.76756e-06,0.258996,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
cosh,jax_basic,128,1.12757e-16,8.88178e-16,0,2.76756e-06,0.452031,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
cosh,jax_adaptive,128,9.07344e-13,1.87894e-12,0,2.76756e-06,0.237268,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
cosh,jax_rigorous,128,9.07344e-13,1.87894e-12,0,2.76756e-06,0.338563,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
cosh,scipy,128,9.07338e-13,1.87894e-12,1,,0.008099,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
cosh,jax_point,128,9.07344e-13,1.87894e-12,1,,0.247424,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
cosh,mpmath,128,9.07335e-13,1.87894e-12,1,,1.20534,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
cosh,boost,128,9.07338e-13,1.87894e-12,1,,7.91568,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
cos,c_arb,128,,,,1.32881e-06,0.121749,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
cos,jax_basic,128,5.68122e-17,2.22045e-16,0,1.32881e-06,0.295218,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
cos,jax_adaptive,128,3.12125e-13,4.99711e-13,0,1.32881e-06,0.185475,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
cos,jax_rigorous,128,3.12125e-13,4.99711e-13,0,1.32881e-06,0.219292,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
cos,scipy,128,3.12125e-13,4.99711e-13,1,,0.004039,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
cos,jax_point,128,3.12125e-13,4.99711e-13,1,,0.156506,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
cos,mpmath,128,3.12125e-13,4.99711e-13,1,,1.67642,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
cos,boost,128,3.12125e-13,4.99711e-13,1,,6.47,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
exp,c_arb,128,,,,3.07966e-06,0.128584,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
exp,jax_basic,128,9.06393e-17,1.77636e-15,0,3.07966e-06,0.26545,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
exp,jax_adaptive,128,7.69893e-13,3.68683e-12,0,3.07966e-06,0.205683,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
exp,jax_rigorous,128,7.69893e-13,3.68683e-12,0,3.07966e-06,0.241013,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
exp,scipy,128,7.69914e-13,3.68683e-12,1,,0.003679,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
exp,jax_point,128,7.69893e-13,3.68683e-12,1,,0.182517,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
exp,mpmath,128,7.69914e-13,3.68683e-12,1,,0.975032,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
exp,boost,128,7.69914e-13,3.68683e-12,1,,7.84249,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
sin,c_arb,128,,,,1.18384e-06,0.138734,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
sin,jax_basic,128,5.9211e-17,2.22045e-16,0,1.18384e-06,0.29487,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
sin,jax_adaptive,128,3.38634e-13,4.99933e-13,0,1.18384e-06,0.220692,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
sin,jax_rigorous,128,3.38634e-13,4.99933e-13,0,1.18384e-06,0.19583,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
sin,scipy,128,3.38634e-13,4.99933e-13,1,,0.004694,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
sin,jax_point,128,3.38634e-13,4.99933e-13,1,,0.223039,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
sin,mpmath,128,3.38634e-13,4.99933e-13,1,,1.90932,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
sin,boost,128,3.38634e-13,4.99933e-13,1,,6.99147,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
tan,c_arb,128,,,,3.02495e-06,0.129409,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
tan,jax_basic,128,3.57787e-17,2.22045e-16,0,3.02495e-06,0.292955,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
tan,jax_adaptive,128,1.1307e-12,5.32419e-12,0,3.02495e-06,0.191545,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
tan,jax_rigorous,128,1.1307e-12,5.32419e-12,0,3.02496e-06,0.170136,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
tan,scipy,128,1.1307e-12,5.32419e-12,1,,0.003787,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
tan,jax_point,128,1.1307e-12,5.32419e-12,1,,0.133959,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
tan,mpmath,128,1.1307e-12,5.32419e-12,1,,1.48835,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
tan,boost,128,1.1307e-12,5.32419e-12,1,,6.09461,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
log,c_arb,128,,,,2.48106e-06,0.114434,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
log,jax_basic,128,4.59702e-17,2.22045e-16,0,2.48106e-06,0.262077,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
log,jax_adaptive,128,1.94231e-12,4.93636e-11,0,2.48107e-06,0.176761,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
log,jax_rigorous,128,1.94231e-12,4.93636e-11,0,2.48107e-06,0.169867,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
log,scipy,128,1.94231e-12,4.93636e-11,1,,0.002972,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
log,jax_point,128,1.94231e-12,4.93636e-11,1,,0.121313,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
log,mpmath,128,1.94231e-12,4.93636e-11,1,,1.33509,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
log,boost,128,1.94231e-12,4.93636e-11,1,,7.0686,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
sinh,c_arb,128,,,,3.61102e-06,0.184007,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
sinh,jax_basic,128,8.97177e-17,8.88178e-16,0,3.61102e-06,0.348052,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
sinh,jax_adaptive,128,6.88125e-13,1.74083e-12,0,3.61102e-06,0.258632,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
sinh,jax_rigorous,128,6.88125e-13,1.74083e-12,0,3.61102e-06,0.223132,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
sinh,scipy,128,6.88126e-13,1.74039e-12,1,,0.013977,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
sinh,jax_point,128,6.88125e-13,1.74083e-12,1,,0.196544,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
sinh,mpmath,128,6.88135e-13,1.74083e-12,1,,1.15321,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
sinh,boost,128,6.88126e-13,1.74039e-12,1,,8.67653,,128,0,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_0
tanh,c_arb,128,,,,9.79474e-07,0.286108,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
tanh,jax_basic,128,8.70072e-17,2.22045e-16,0,9.79474e-07,0.51234,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
tanh,jax_adaptive,128,2.39871e-13,3.84914e-13,0,9.79474e-07,0.386105,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
tanh,jax_rigorous,128,2.39871e-13,3.84914e-13,0,9.79474e-07,0.388514,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
tanh,scipy,128,2.39875e-13,3.84803e-13,1,,0.006575,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
tanh,jax_point,128,2.39871e-13,3.84914e-13,1,,0.394699,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
tanh,mpmath,128,2.3988e-13,3.84914e-13,1,,1.94865,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
tanh,boost,128,2.39877e-13,3.84914e-13,1,,8.45203,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
sqrt,c_arb,128,,,,9.18662e-07,0.120832,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
sqrt,jax_basic,128,1.21431e-17,2.22045e-16,0,9.18662e-07,0.370258,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
sqrt,jax_adaptive,128,2.82385e-13,5.88185e-12,0,9.18662e-07,0.240044,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
sqrt,jax_rigorous,128,2.82385e-13,5.88185e-12,0,9.18663e-07,0.209573,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
sqrt,scipy,128,2.82385e-13,5.88185e-12,1,,0.002735,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
sqrt,jax_point,128,2.82385e-13,5.88185e-12,1,,0.182168,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
sqrt,mpmath,128,2.82385e-13,5.88185e-12,1,,0.603292,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
sqrt,boost,128,2.82385e-13,5.88185e-12,1,,7.74114,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
cosh,c_arb,128,,,,2.93497e-06,0.133665,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
cosh,jax_basic,128,1.37043e-16,8.88178e-16,0,2.93497e-06,0.35267,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
cosh,jax_adaptive,128,9.44876e-13,1.86162e-12,0,2.93498e-06,0.198796,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
cosh,jax_rigorous,128,9.44876e-13,1.86162e-12,0,2.93498e-06,0.174966,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
cosh,scipy,128,9.44836e-13,1.86162e-12,1,,0.005,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
cosh,jax_point,128,9.44876e-13,1.86162e-12,1,,0.14081,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
cosh,mpmath,128,9.44819e-13,1.86118e-12,1,,0.953782,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
cosh,boost,128,9.44836e-13,1.86162e-12,1,,9.54427,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
cos,c_arb,128,,,,1.39018e-06,0.167036,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
cos,jax_basic,128,4.64377e-17,2.22045e-16,0,1.39018e-06,0.391953,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
cos,jax_adaptive,128,2.9631e-13,4.98268e-13,0,1.39018e-06,0.280359,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
cos,jax_rigorous,128,2.9631e-13,4.98268e-13,0,1.39018e-06,0.260856,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
cos,scipy,128,2.9631e-13,4.98268e-13,1,,0.005189,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
cos,jax_point,128,2.9631e-13,4.98268e-13,1,,0.18581,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
cos,mpmath,128,2.9631e-13,4.98268e-13,1,,2.15832,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
cos,boost,128,2.9631e-13,4.98268e-13,1,,8.69586,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
exp,c_arb,128,,,,3.71848e-06,0.159091,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
exp,jax_basic,128,1.72171e-16,1.77636e-15,0,3.71848e-06,0.363003,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
exp,jax_adaptive,128,9.29615e-13,3.5838e-12,0,3.71848e-06,0.241607,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
exp,jax_rigorous,128,9.29615e-13,3.5838e-12,0,3.71848e-06,0.226071,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
exp,scipy,128,9.29617e-13,3.5838e-12,1,,0.004586,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
exp,jax_point,128,9.29615e-13,3.5838e-12,1,,0.196999,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
exp,mpmath,128,9.29617e-13,3.5838e-12,1,,1.09234,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
exp,boost,128,9.29617e-13,3.5838e-12,1,,8.35039,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
sin,c_arb,128,,,,1.14096e-06,0.150989,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
sin,jax_basic,128,7.97973e-17,2.22045e-16,0,1.14096e-06,0.299813,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
sin,jax_adaptive,128,3.62213e-13,5.00044e-13,0,1.14096e-06,0.277589,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
sin,jax_rigorous,128,3.62213e-13,5.00044e-13,0,1.14096e-06,0.204802,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
sin,scipy,128,3.62213e-13,5.00044e-13,1,,0.004687,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
sin,jax_point,128,3.62213e-13,5.00044e-13,1,,0.146266,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
sin,mpmath,128,3.62213e-13,5.00044e-13,1,,1.86041,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
sin,boost,128,3.62213e-13,5.00044e-13,1,,8.88004,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
tan,c_arb,128,,,,3.32232e-06,0.253599,,128,1,7.570758,656.062500,/home/phili/projects/arbplusJAX/examples/outputs/example_core_scalar_surface/cpu_profile/samples_128_seed_1
