bin_left,bin_right,count
6.82232e-14,1.9357e-13,16
1.9357e-13,3.18916e-13,14
3.18916e-13,4.44262e-13,4
4.44262e-13,5.69609e-13,1
5.69609e-13,6.94955e-13,2
6.94955e-13,8.20302e-13,0
8.20302e-13,9.45648e-13,1
9.45648e-13,1.07099e-12,1
1.07099e-12,1.19634e-12,2
1.19634e-12,1.32169e-12,2
1.32169e-12,1.44703e-12,4
1.44703e-12,1.57238e-12,2
1.57238e-12,1.69773e-12,3
1.69773e-12,1.82307e-12,0
1.82307e-12,1.94842e-12,0
1.94842e-12,2.07377e-12,0
2.07377e-12,2.19911e-12,1
2.19911e-12,2.32446e-12,2
2.32446e-12,2.4498e-12,2
2.4498e-12,2.57515e-12,2
2.57515e-12,2.7005e-12,1
2.7005e-12,2.82584e-12,2
2.82584e-12,2.95119e-12,0
2.95119e-12,3.07654e-12,0
3.07654e-12,3.20188e-12,2
