bin_left,bin_right,count
2.02702e-15,1.75949e-13,10
1.75949e-13,3.49871e-13,12
3.49871e-13,5.23793e-13,5
5.23793e-13,6.97715e-13,1
6.97715e-13,8.71637e-13,3
8.71637e-13,1.04556e-12,2
1.04556e-12,1.21948e-12,2
1.21948e-12,1.3934e-12,3
1.3934e-12,1.56732e-12,0
1.56732e-12,1.74125e-12,2
1.74125e-12,1.91517e-12,3
1.91517e-12,2.08909e-12,0
2.08909e-12,2.26301e-12,1
2.26301e-12,2.43693e-12,2
2.43693e-12,2.61086e-12,2
2.61086e-12,2.78478e-12,1
2.78478e-12,2.9587e-12,4
2.9587e-12,3.13262e-12,1
3.13262e-12,3.30654e-12,3
3.30654e-12,3.48047e-12,0
3.48047e-12,3.65439e-12,0
3.65439e-12,3.82831e-12,3
3.82831e-12,4.00223e-12,1
4.00223e-12,4.17615e-12,0
4.17615e-12,4.35008e-12,3
