bin_left,bin_right,count
5.36654e-14,6.68354e-14,1
6.68354e-14,8.00054e-14,2
8.00054e-14,9.31755e-14,5
9.31755e-14,1.06345e-13,2
1.06345e-13,1.19516e-13,1
1.19516e-13,1.32686e-13,4
1.32686e-13,1.45856e-13,2
1.45856e-13,1.59026e-13,0
1.59026e-13,1.72196e-13,4
1.72196e-13,1.85366e-13,1
1.85366e-13,1.98536e-13,0
1.98536e-13,2.11706e-13,3
2.11706e-13,2.24876e-13,2
2.24876e-13,2.38046e-13,2
2.38046e-13,2.51216e-13,2
2.51216e-13,2.64386e-13,2
2.64386e-13,2.77556e-13,3
2.77556e-13,2.90726e-13,2
2.90726e-13,3.03896e-13,0
3.03896e-13,3.17066e-13,1
3.17066e-13,3.30236e-13,2
3.30236e-13,3.43406e-13,3
3.43406e-13,3.56576e-13,8
3.56576e-13,3.69746e-13,4
3.69746e-13,3.82916e-13,8
