bin_left,bin_right,count
3.98986e-15,2.37121e-14,4
2.37121e-14,4.34344e-14,0
4.34344e-14,6.31567e-14,2
6.31567e-14,8.2879e-14,3
8.2879e-14,1.02601e-13,0
1.02601e-13,1.22324e-13,3
1.22324e-13,1.42046e-13,3
1.42046e-13,1.61768e-13,1
1.61768e-13,1.8149e-13,1
1.8149e-13,2.01213e-13,3
2.01213e-13,2.20935e-13,4
2.20935e-13,2.40657e-13,2
2.40657e-13,2.60379e-13,2
2.60379e-13,2.80102e-13,1
2.80102e-13,2.99824e-13,3
2.99824e-13,3.19546e-13,2
3.19546e-13,3.39269e-13,2
3.39269e-13,3.58991e-13,7
3.58991e-13,3.78713e-13,3
3.78713e-13,3.98435e-13,0
3.98435e-13,4.18158e-13,3
4.18158e-13,4.3788e-13,3
4.3788e-13,4.57602e-13,3
4.57602e-13,4.77325e-13,3
4.77325e-13,4.97047e-13,6
