bin_left,bin_right,count
2.43555e-14,9.35652e-14,4
9.35652e-14,1.62775e-13,7
1.62775e-13,2.31984e-13,5
2.31984e-13,3.01194e-13,1
3.01194e-13,3.70404e-13,5
3.70404e-13,4.39613e-13,5
4.39613e-13,5.08823e-13,3
5.08823e-13,5.78033e-13,2
5.78033e-13,6.47242e-13,4
6.47242e-13,7.16452e-13,2
7.16452e-13,7.85662e-13,2
7.85662e-13,8.54871e-13,3
8.54871e-13,9.24081e-13,2
9.24081e-13,9.9329e-13,1
9.9329e-13,1.0625e-12,1
1.0625e-12,1.13171e-12,1
1.13171e-12,1.20092e-12,3
1.20092e-12,1.27013e-12,1
1.27013e-12,1.33934e-12,4
1.33934e-12,1.40855e-12,0
1.40855e-12,1.47776e-12,2
1.47776e-12,1.54697e-12,1
1.54697e-12,1.61618e-12,0
1.61618e-12,1.68539e-12,3
1.68539e-12,1.7546e-12,2
