bin_left,bin_right,count
7.35349e-15,2.19778e-13,16
2.19778e-13,4.32203e-13,5
4.32203e-13,6.44627e-13,8
6.44627e-13,8.57052e-13,5
8.57052e-13,1.06948e-12,3
1.06948e-12,1.2819e-12,6
1.2819e-12,1.49433e-12,2
1.49433e-12,1.70675e-12,3
1.70675e-12,1.91917e-12,4
1.91917e-12,2.1316e-12,1
2.1316e-12,2.34402e-12,1
2.34402e-12,2.55645e-12,2
2.55645e-12,2.76887e-12,1
2.76887e-12,2.9813e-12,1
2.9813e-12,3.19372e-12,0
3.19372e-12,3.40615e-12,0
3.40615e-12,3.61857e-12,1
3.61857e-12,3.831e-12,0
3.831e-12,4.04342e-12,0
4.04342e-12,4.25585e-12,1
4.25585e-12,4.46827e-12,2
4.46827e-12,4.68069e-12,0
4.68069e-12,4.89312e-12,0
4.89312e-12,5.10554e-12,0
5.10554e-12,5.31797e-12,2
