bin_left,bin_right,count
4.24383e-14,6.07381e-14,1
6.07381e-14,7.90379e-14,3
7.90379e-14,9.73377e-14,0
9.73377e-14,1.15637e-13,0
1.15637e-13,1.33937e-13,4
1.33937e-13,1.52237e-13,1
1.52237e-13,1.70537e-13,2
1.70537e-13,1.88837e-13,0
1.88837e-13,2.07137e-13,1
2.07137e-13,2.25436e-13,3
2.25436e-13,2.43736e-13,2
2.43736e-13,2.62036e-13,2
2.62036e-13,2.80336e-13,2
2.80336e-13,2.98636e-13,1
2.98636e-13,3.16935e-13,5
3.16935e-13,3.35235e-13,2
3.35235e-13,3.53535e-13,1
3.53535e-13,3.71835e-13,3
3.71835e-13,3.90135e-13,4
3.90135e-13,4.08434e-13,2
4.08434e-13,4.26734e-13,4
4.26734e-13,4.45034e-13,3
4.45034e-13,4.63334e-13,4
4.63334e-13,4.81634e-13,4
4.81634e-13,4.99933e-13,10
