bin_left,bin_right,count
3.75134e-15,1.89668e-14,1
1.89668e-14,3.41822e-14,1
3.41822e-14,4.93976e-14,1
4.93976e-14,6.46131e-14,1
6.46131e-14,7.98285e-14,2
7.98285e-14,9.50439e-14,1
9.50439e-14,1.10259e-13,2
1.10259e-13,1.25475e-13,1
1.25475e-13,1.4069e-13,2
1.4069e-13,1.55906e-13,1
1.55906e-13,1.71121e-13,2
1.71121e-13,1.86337e-13,2
1.86337e-13,2.01552e-13,4
2.01552e-13,2.16767e-13,4
2.16767e-13,2.31983e-13,1
2.31983e-13,2.47198e-13,5
2.47198e-13,2.62414e-13,3
2.62414e-13,2.77629e-13,2
2.77629e-13,2.92845e-13,4
2.92845e-13,3.0806e-13,2
3.0806e-13,3.23275e-13,3
3.23275e-13,3.38491e-13,2
3.38491e-13,3.53706e-13,4
3.53706e-13,3.68922e-13,6
3.68922e-13,3.84137e-13,7
