bin_left,bin_right,count
1.23547e-14,3.18623e-14,1
3.18623e-14,5.13699e-14,1
5.13699e-14,7.08775e-14,2
7.08775e-14,9.03851e-14,1
9.03851e-14,1.09893e-13,1
1.09893e-13,1.294e-13,3
1.294e-13,1.48908e-13,1
1.48908e-13,1.68415e-13,4
1.68415e-13,1.87923e-13,1
1.87923e-13,2.07431e-13,0
2.07431e-13,2.26938e-13,2
2.26938e-13,2.46446e-13,2
2.46446e-13,2.65953e-13,3
2.65953e-13,2.85461e-13,0
2.85461e-13,3.04969e-13,2
3.04969e-13,3.24476e-13,2
3.24476e-13,3.43984e-13,0
3.43984e-13,3.63491e-13,1
3.63491e-13,3.82999e-13,1
3.82999e-13,4.02507e-13,7
4.02507e-13,4.22014e-13,5
4.22014e-13,4.41522e-13,4
4.41522e-13,4.61029e-13,4
4.61029e-13,4.80537e-13,2
4.80537e-13,5.00044e-13,14
