bin_left,bin_right,count
6.90004e-14,2.08669e-13,12
2.08669e-13,3.48337e-13,5
3.48337e-13,4.88005e-13,6
4.88005e-13,6.27673e-13,4
6.27673e-13,7.67342e-13,4
7.67342e-13,9.0701e-13,3
9.0701e-13,1.04668e-12,3
1.04668e-12,1.18635e-12,4
1.18635e-12,1.32601e-12,2
1.32601e-12,1.46568e-12,3
1.46568e-12,1.60535e-12,2
1.60535e-12,1.74502e-12,0
1.74502e-12,1.88469e-12,4
1.88469e-12,2.02436e-12,3
2.02436e-12,2.16402e-12,1
2.16402e-12,2.30369e-12,0
2.30369e-12,2.44336e-12,1
2.44336e-12,2.58303e-12,0
2.58303e-12,2.7227e-12,1
2.7227e-12,2.86237e-12,0
2.86237e-12,3.00203e-12,1
3.00203e-12,3.1417e-12,1
3.1417e-12,3.28137e-12,0
3.28137e-12,3.42104e-12,2
3.42104e-12,3.56071e-12,2
