bin_left,bin_right,count
2.69645e-14,9.5981e-14,7
9.5981e-14,1.64997e-13,7
1.64997e-13,2.34014e-13,5
2.34014e-13,3.0303e-13,6
3.0303e-13,3.72047e-13,2
3.72047e-13,4.41063e-13,3
4.41063e-13,5.1008e-13,7
5.1008e-13,5.79096e-13,3
5.79096e-13,6.48113e-13,1
6.48113e-13,7.17129e-13,1
7.17129e-13,7.86146e-13,4
7.86146e-13,8.55162e-13,1
8.55162e-13,9.24179e-13,2
9.24179e-13,9.93195e-13,0
9.93195e-13,1.06221e-12,4
1.06221e-12,1.13123e-12,0
1.13123e-12,1.20024e-12,2
1.20024e-12,1.26926e-12,1
1.26926e-12,1.33828e-12,1
1.33828e-12,1.40729e-12,0
1.40729e-12,1.47631e-12,2
1.47631e-12,1.54533e-12,1
1.54533e-12,1.61434e-12,1
1.61434e-12,1.68336e-12,1
1.68336e-12,1.75238e-12,2
