bin_left,bin_right,count
2.31586e-15,7.25137e-14,9
7.25137e-14,1.42711e-13,4
1.42711e-13,2.12909e-13,5
2.12909e-13,2.83107e-13,2
2.83107e-13,3.53305e-13,2
3.53305e-13,4.23503e-13,5
4.23503e-13,4.937e-13,4
4.937e-13,5.63898e-13,3
5.63898e-13,6.34096e-13,1
6.34096e-13,7.04294e-13,2
7.04294e-13,7.74492e-13,3
7.74492e-13,8.4469e-13,2
8.4469e-13,9.14887e-13,3
9.14887e-13,9.85085e-13,0
9.85085e-13,1.05528e-12,5
1.05528e-12,1.12548e-12,0
1.12548e-12,1.19568e-12,1
1.19568e-12,1.26588e-12,4
1.26588e-12,1.33607e-12,1
1.33607e-12,1.40627e-12,4
1.40627e-12,1.47647e-12,1
1.47647e-12,1.54667e-12,1
1.54667e-12,1.61687e-12,1
1.61687e-12,1.68706e-12,0
1.68706e-12,1.75726e-12,1
