bin_left,bin_right,count
1.57652e-14,9.0572e-14,43
9.0572e-14,1.65379e-13,10
1.65379e-13,2.40186e-13,3
2.40186e-13,3.14992e-13,2
3.14992e-13,3.89799e-13,1
3.89799e-13,4.64606e-13,1
4.64606e-13,5.39413e-13,1
5.39413e-13,6.1422e-13,1
6.1422e-13,6.89027e-13,0
6.89027e-13,7.63833e-13,0
7.63833e-13,8.3864e-13,0
8.3864e-13,9.13447e-13,0
9.13447e-13,9.88254e-13,0
9.88254e-13,1.06306e-12,0
1.06306e-12,1.13787e-12,0
1.13787e-12,1.21267e-12,0
1.21267e-12,1.28748e-12,0
1.28748e-12,1.36229e-12,1
1.36229e-12,1.43709e-12,0
1.43709e-12,1.5119e-12,0
1.5119e-12,1.58671e-12,0
1.58671e-12,1.66152e-12,0
1.66152e-12,1.73632e-12,0
1.73632e-12,1.81113e-12,0
1.81113e-12,1.88594e-12,1
