bin_left,bin_right,count
4.6213e-15,2.44293e-14,2
2.44293e-14,4.42374e-14,0
4.42374e-14,6.40454e-14,3
6.40454e-14,8.38535e-14,2
8.38535e-14,1.03662e-13,0
1.03662e-13,1.2347e-13,2
1.2347e-13,1.43278e-13,2
1.43278e-13,1.63086e-13,0
1.63086e-13,1.82894e-13,4
1.82894e-13,2.02702e-13,0
2.02702e-13,2.2251e-13,4
2.2251e-13,2.42318e-13,2
2.42318e-13,2.62126e-13,0
2.62126e-13,2.81934e-13,2
2.81934e-13,3.01742e-13,1
3.01742e-13,3.2155e-13,1
3.2155e-13,3.41358e-13,3
3.41358e-13,3.61166e-13,3
3.61166e-13,3.80974e-13,2
3.80974e-13,4.00782e-13,3
4.00782e-13,4.2059e-13,2
4.2059e-13,4.40398e-13,1
4.40398e-13,4.60206e-13,5
4.60206e-13,4.80014e-13,7
4.80014e-13,4.99822e-13,13
