bin_left,bin_right,count
6.93889e-14,8.19789e-14,3
8.19789e-14,9.45688e-14,3
9.45688e-14,1.07159e-13,0
1.07159e-13,1.19749e-13,2
1.19749e-13,1.32339e-13,4
1.32339e-13,1.44929e-13,3
1.44929e-13,1.57518e-13,3
1.57518e-13,1.70108e-13,2
1.70108e-13,1.82698e-13,1
1.82698e-13,1.95288e-13,1
1.95288e-13,2.07878e-13,3
2.07878e-13,2.20468e-13,3
2.20468e-13,2.33058e-13,1
2.33058e-13,2.45648e-13,0
2.45648e-13,2.58238e-13,2
2.58238e-13,2.70828e-13,2
2.70828e-13,2.83418e-13,4
2.83418e-13,2.96008e-13,1
2.96008e-13,3.08598e-13,1
3.08598e-13,3.21188e-13,2
3.21188e-13,3.33777e-13,2
3.33777e-13,3.46367e-13,4
3.46367e-13,3.58957e-13,2
3.58957e-13,3.71547e-13,7
3.71547e-13,3.84137e-13,8
