bin_left,bin_right,count
2.84772e-14,4.73088e-14,4
4.73088e-14,6.61404e-14,1
6.61404e-14,8.4972e-14,1
8.4972e-14,1.03804e-13,2
1.03804e-13,1.22635e-13,3
1.22635e-13,1.41467e-13,2
1.41467e-13,1.60298e-13,3
1.60298e-13,1.7913e-13,0
1.7913e-13,1.97962e-13,2
1.97962e-13,2.16793e-13,1
2.16793e-13,2.35625e-13,2
2.35625e-13,2.54456e-13,1
2.54456e-13,2.73288e-13,2
2.73288e-13,2.9212e-13,1
2.9212e-13,3.10951e-13,2
3.10951e-13,3.29783e-13,1
3.29783e-13,3.48614e-13,1
3.48614e-13,3.67446e-13,0
3.67446e-13,3.86278e-13,4
3.86278e-13,4.05109e-13,0
4.05109e-13,4.23941e-13,4
4.23941e-13,4.42772e-13,3
4.42772e-13,4.61604e-13,5
4.61604e-13,4.80436e-13,3
4.80436e-13,4.99267e-13,16
