bin_left,bin_right,count
5.59552e-14,1.51745e-12,56
1.51745e-12,2.97895e-12,3
2.97895e-12,4.44045e-12,1
4.44045e-12,5.90195e-12,1
5.90195e-12,7.36344e-12,1
7.36344e-12,8.82494e-12,0
8.82494e-12,1.02864e-11,0
1.02864e-11,1.17479e-11,0
1.17479e-11,1.32094e-11,0
1.32094e-11,1.46709e-11,0
1.46709e-11,1.61324e-11,0
1.61324e-11,1.75939e-11,1
1.75939e-11,1.90554e-11,0
1.90554e-11,2.05169e-11,0
2.05169e-11,2.19784e-11,0
2.19784e-11,2.34399e-11,0
2.34399e-11,2.49014e-11,0
2.49014e-11,2.63629e-11,0
2.63629e-11,2.78244e-11,0
2.78244e-11,2.92859e-11,0
2.92859e-11,3.07474e-11,0
3.07474e-11,3.22089e-11,0
3.22089e-11,3.36704e-11,0
3.36704e-11,3.51319e-11,0
3.51319e-11,3.65934e-11,1
