bin_left,bin_right,count
1.61884e-14,3.55382e-14,2
3.55382e-14,5.4888e-14,1
5.4888e-14,7.42378e-14,1
7.42378e-14,9.35876e-14,2
9.35876e-14,1.12937e-13,2
1.12937e-13,1.32287e-13,1
1.32287e-13,1.51637e-13,2
1.51637e-13,1.70987e-13,0
1.70987e-13,1.90337e-13,5
1.90337e-13,2.09686e-13,1
2.09686e-13,2.29036e-13,2
2.29036e-13,2.48386e-13,2
2.48386e-13,2.67736e-13,2
2.67736e-13,2.87086e-13,1
2.87086e-13,3.06435e-13,4
3.06435e-13,3.25785e-13,1
3.25785e-13,3.45135e-13,2
3.45135e-13,3.64485e-13,0
3.64485e-13,3.83835e-13,3
3.83835e-13,4.03184e-13,3
4.03184e-13,4.22534e-13,3
4.22534e-13,4.41884e-13,5
4.41884e-13,4.61234e-13,4
4.61234e-13,4.80584e-13,3
4.80584e-13,4.99933e-13,12
