bin_left,bin_right,count
5.43592e-17,7.08222e-14,8
7.08222e-14,1.4159e-13,1
1.4159e-13,2.12358e-13,7
2.12358e-13,2.83126e-13,4
2.83126e-13,3.53894e-13,1
3.53894e-13,4.24662e-13,5
4.24662e-13,4.9543e-13,1
4.9543e-13,5.66197e-13,1
5.66197e-13,6.36965e-13,1
6.36965e-13,7.07733e-13,3
7.07733e-13,7.78501e-13,4
7.78501e-13,8.49269e-13,5
8.49269e-13,9.20037e-13,2
9.20037e-13,9.90805e-13,0
9.90805e-13,1.06157e-12,3
1.06157e-12,1.13234e-12,0
1.13234e-12,1.20311e-12,0
1.20311e-12,1.27388e-12,6
1.27388e-12,1.34464e-12,2
1.34464e-12,1.41541e-12,3
1.41541e-12,1.48618e-12,0
1.48618e-12,1.55695e-12,2
1.55695e-12,1.62772e-12,0
1.62772e-12,1.69848e-12,2
1.69848e-12,1.76925e-12,3
