bin_left,bin_right,count
5.01155e-13,5.55929e-13,20
5.55929e-13,6.10703e-13,13
6.10703e-13,6.65477e-13,7
6.65477e-13,7.20251e-13,14
7.20251e-13,7.75024e-13,5
7.75024e-13,8.29798e-13,7
8.29798e-13,8.84572e-13,2
8.84572e-13,9.39346e-13,9
9.39346e-13,9.9412e-13,6
9.9412e-13,1.04889e-12,3
1.04889e-12,1.10367e-12,3
1.10367e-12,1.15844e-12,8
1.15844e-12,1.21322e-12,3
1.21322e-12,1.26799e-12,5
1.26799e-12,1.32276e-12,0
1.32276e-12,1.37754e-12,3
1.37754e-12,1.43231e-12,5
1.43231e-12,1.48709e-12,3
1.48709e-12,1.54186e-12,1
1.54186e-12,1.59663e-12,4
1.59663e-12,1.65141e-12,2
1.65141e-12,1.70618e-12,2
1.70618e-12,1.76096e-12,1
1.76096e-12,1.81573e-12,0
1.81573e-12,1.8705e-12,2
