bin_left,bin_right,count
1.14977e-14,3.10396e-14,1
3.10396e-14,5.05815e-14,3
5.05815e-14,7.01234e-14,2
7.01234e-14,8.96652e-14,1
8.96652e-14,1.09207e-13,1
1.09207e-13,1.28749e-13,5
1.28749e-13,1.48291e-13,2
1.48291e-13,1.67833e-13,1
1.67833e-13,1.87375e-13,6
1.87375e-13,2.06916e-13,9
2.06916e-13,2.26458e-13,1
2.26458e-13,2.46e-13,5
2.46e-13,2.65542e-13,4
2.65542e-13,2.85084e-13,2
2.85084e-13,3.04626e-13,3
3.04626e-13,3.24168e-13,2
3.24168e-13,3.4371e-13,1
3.4371e-13,3.63251e-13,5
3.63251e-13,3.82793e-13,7
3.82793e-13,4.02335e-13,4
4.02335e-13,4.21877e-13,8
4.21877e-13,4.41419e-13,4
4.41419e-13,4.60961e-13,8
4.60961e-13,4.80503e-13,12
4.80503e-13,5.00044e-13,31
